YEAR,Month,Day,Maximum temperature at 2 meter(degree celcius),Minimum temperature at 2 meter(degree celcius),Relative humidity at 2 meters(%),precipitation(mm/day),Surface pressure(kPA),Wind speed at 10 m/s
2011,4,18,6.98,-4.66,62.44,0.12,86.47,4.66
2011,4,19,9.98,-4.59,53.5,0.09,86.8,1.86
2011,4,20,5.86,-1.24,76.94,3.62,86.24,3.68
2011,4,21,5.02,-4.27,69.69,1.62,86.79,5.51
2011,4,22,11.27,-4.02,58.25,0.2,86.86,2.11
2011,4,23,14.69,-3.88,55.5,0.22,86.36,3.88
2011,4,24,8.4,-0.74,77.19,3.48,86.28,3.8
2011,4,25,7.52,-1.41,69.88,5.54,86.2,8.27
2011,4,26,8.08,-3.35,68.81,0.44,86.96,4.4
2011,4,27,14.97,-2.67,62.5,0.25,86.85,4.74
2011,4,28,5.62,-2.99,68.81,2.65,86.79,5.22
2011,4,29,5.83,-4.88,70.56,0.82,87.4,5.68
2011,4,30,10.37,-2.7,63.62,0.12,87.71,3.47
2011,5,1,17.25,-3.6,49.81,0,87.55,2.23
2011,5,2,13.56,0.12,57.75,0.13,87.39,5.24
2011,5,3,11.64,-1.88,62.12,0.04,87.85,4.19
2011,5,4,20.06,-3.58,54.19,0,87.61,3.18
2011,5,5,18.76,3,62.19,0,87.05,4.13
2011,5,6,12.75,3.41,78.19,0.98,86.63,3.41
2011,5,7,12.15,1.56,68.62,0.5,86.24,4.11
2011,5,8,7.33,0.21,73.56,1.98,86.28,4.16
2011,5,9,11.21,0.01,74,0.72,86.76,6.13
2011,5,10,18.81,1.37,59.19,0.06,86.72,2.8
2011,5,11,19.84,4.15,65.69,1.11,86.46,4.38
2011,5,12,15.91,1.96,58.5,0.66,87.16,3.42
2011,5,13,23.55,2.13,57.38,0.17,86.75,4.31
2011,5,14,19.28,1.94,75.38,7.81,85.95,4.73
2011,5,15,8.88,0.44,79.12,15.34,85.72,3.61
2011,5,16,10.29,-1.93,60.81,1.84,86.28,2.61
2011,5,17,6.9,1.02,72.38,3.57,85.88,2.89
2011,5,18,10.96,-0.7,71.19,1.75,86.4,3.77
2011,5,19,16.9,0.28,59.25,0.04,86.95,3.95
2011,5,20,20.81,2.53,52.75,0.15,86.97,2.81
2011,5,21,15.47,3.09,70.69,0.64,86.89,3.5
2011,5,22,16.48,3.25,64.69,0.34,86.71,3.39
2011,5,23,11.28,2,66.62,0.47,86.79,4.38
2011,5,24,17.92,1.25,54.56,0.18,86.77,1.52
2011,5,25,9.55,0.78,78.69,6.5,86.3,5.25
2011,5,26,10.21,-1.92,69.62,2.05,86.64,4.23
2011,5,27,10.12,0.64,69.31,2.9,86.62,4.71
2011,5,28,7.2,-1.08,66.25,1.21,86.36,2.61
2011,5,29,9.52,0.74,77.56,2.07,86.37,6.27
2011,5,30,14.73,1.15,67.75,0.69,86.35,3.3
2011,5,31,13.8,2.3,63.75,1.83,86.45,5.51
2011,6,1,10.98,1.47,75.38,6.89,86.59,2.8
2011,6,2,11.65,0.45,66.75,2.02,86.82,3.38
2011,6,3,18.24,-0.64,51.25,0.01,86.84,4.91
2011,6,4,20.19,3.45,47.38,0,86.9,4.91
2011,6,5,18.34,8.42,61.56,2.11,86.88,2.09
2011,6,6,14.1,6.73,79.81,3.76,86.57,5.57
2011,6,7,19.19,4.2,63.38,0.29,86.81,5.06
2011,6,8,15.85,2.11,65.56,0.69,87.03,4.5
2011,6,9,20.82,4.26,61.88,0.45,87.16,2.06
2011,6,10,18.42,7.36,66.62,2.75,86.93,2.6
2011,6,11,17.7,6.81,64.12,0.14,86.54,1.82
2011,6,12,20.11,5.21,68.94,2.49,86.5,2.86
2011,6,13,20.13,5.62,65.06,0.41,87,4.39
2011,6,14,23.58,5.33,56.5,0.09,87.37,3.27
2011,6,15,15.69,3.87,59.56,0.04,87.16,5.56
2011,6,16,18.55,2.69,57.94,0.04,86.82,3.63
2011,6,17,21.05,3.9,50.88,0,86.7,2.74
2011,6,18,16.43,7.36,79.06,5.47,86.66,5.35
2011,6,19,20.15,5.59,66.81,0.55,86.92,4.55
2011,6,20,25.78,7.62,62.31,0.03,86.89,2.88
2011,6,21,28.68,8.51,55.88,0,86.93,2.65
2011,6,22,30.01,12.45,54.12,0.01,86.71,3.63
2011,6,23,19.69,7.92,53.56,0.02,86.86,5.14
2011,6,24,20.1,5.85,53,0.01,86.9,3.58
2011,6,25,19.87,4.69,54.12,0.04,86.77,2.03
2011,6,26,25.53,5.9,49.19,0,86.83,1.59
2011,6,27,28.37,11.29,52.5,0.76,86.36,3.86
2011,6,28,22.75,11.14,65.31,0.86,86.19,4.58
2011,6,29,21.33,8.1,68.12,0.55,86.5,4.23
2011,6,30,20.31,6.9,59.75,0.06,87.1,3.63
2011,7,1,26.37,5.92,53.69,0,87.16,2.09
2011,7,2,31.16,9.32,46.69,0,86.78,4.09
2011,7,3,27.13,10.2,54.56,0,86.94,3.43
2011,7,4,28.14,8.76,52.31,0,87.12,3.22
2011,7,5,30.5,10.66,44.19,0.06,87.29,2.76
2011,7,6,32.87,13.4,42.06,0,87.14,3.1
2011,7,7,28.31,8.09,60.5,0.07,87,4.67
2011,7,8,23.65,4.56,46.62,0.05,87.05,3.05
2011,7,9,27.29,7.52,43.25,0.01,86.73,3.41
2011,7,10,27.15,8.09,53.62,0,86.68,2.71
2011,7,11,27.7,10.03,58.75,0.01,86.65,3.29
2011,7,12,23.47,10.6,65.38,0.31,86.63,3.44
2011,7,13,22.73,9.08,55.38,0.08,86.63,3.17
2011,7,14,22.86,7.23,57.38,0.11,86.63,2.79
2011,7,15,26.51,8.72,54.25,0.91,86.47,2.88
2011,7,16,21.82,10.05,65.75,1.75,86.43,2.54
2011,7,17,25.56,10.27,59.62,0.08,86.56,4.09
2011,7,18,26.73,11.05,62.19,2.87,86.77,3.22
2011,7,19,19.96,7.68,69.5,4.42,87.08,4.12
2011,7,20,23.98,7.32,59,0.04,87.15,2.59
2011,7,21,24.39,9.67,63.56,0.01,86.91,3.79
2011,7,22,23.69,9.06,52.69,0.01,86.92,3.22
2011,7,23,30.34,7.02,41.25,0,86.99,2.45
2011,7,24,32.51,11.59,45.44,0,87.07,3.65
2011,7,25,24.39,10.27,63.75,0.04,87.05,4.38
2011,7,26,23.73,9.42,56.5,0.05,86.96,3.09
2011,7,27,25.15,8.72,55.88,0.01,87.12,3.09
2011,7,28,29.57,8.34,48.88,0,87.29,2.3
2011,7,29,31.76,12.01,44.44,0,87.1,2.7
2011,7,30,32.76,12.72,50.94,0,86.98,3.42
2011,7,31,31.11,11.35,53.69,0,86.98,2.92
2011,8,1,30.63,12.58,54.88,1.44,87.05,2.87
2011,8,2,30.67,13.22,52.56,0.01,87.02,3.27
2011,8,3,30.08,11.73,50.19,0,86.87,2.7
2011,8,4,28.81,11.58,54.12,0,86.9,3.59
2011,8,5,28.02,11.95,58.88,0,87.03,3.18
2011,8,6,29.08,10.02,53.19,0,86.97,2.96
2011,8,7,28.39,9.58,52.19,0.02,86.99,3.46
2011,8,8,28.02,10.75,47.94,0.14,87.02,3.21
2011,8,9,27.67,8.83,53.88,0.13,86.96,3.16
2011,8,10,25.26,7.45,52.5,0.02,86.9,3.43
2011,8,11,26.18,8.9,49.88,0,87.05,2.64
2011,8,12,30.27,10.46,45.56,0,87.02,3.15
2011,8,13,27.94,10.46,54.31,0,86.94,3.09
2011,8,14,27.19,9.88,55.06,0,86.85,3.51
2011,8,15,23.65,7.25,57.75,0,87.07,2.97
2011,8,16,28.64,8.51,50.56,0,87.13,2.83
2011,8,17,28.68,11.33,45.38,0,87.24,2.99
2011,8,18,27.86,9.87,42.44,0,87.26,2.95
2011,8,19,28.37,9.15,47.44,0,87.01,2.99
2011,8,20,30.64,11.05,41,0,86.85,3.2
2011,8,21,33.05,14.99,35.38,0,86.84,3.16
2011,8,22,29.06,12.84,60.44,0.03,87.07,3.36
2011,8,23,30.23,12.12,51.38,0,87.15,2.12
2011,8,24,30.73,12.69,51.5,0.38,87.02,2.77
2011,8,25,29.93,15.72,49.31,0.02,87.01,2.03
2011,8,26,32.18,14.21,45.5,0.03,87.04,2.59
2011,8,27,33.48,13.8,45.31,0,87.09,3.05
2011,8,28,31.22,14.44,49.19,1.16,86.96,2.59
2011,8,29,28.65,10.47,56.19,0.28,86.87,2.88
2011,8,30,24.09,8.35,59.62,0.06,86.71,4
2011,8,31,17.48,5.14,58.19,0,86.84,4.74
2011,9,1,22.69,3.2,54.25,0,87.33,2.53
2011,9,2,23.74,8.19,43.94,0,87.35,3.05
2011,9,3,27.71,6.35,38.19,0,87.23,2.91
2011,9,4,31.13,9.48,32.81,0,86.93,3.35
2011,9,5,29.23,14.71,38.5,0.01,86.96,2.01
2011,9,6,30.48,12.48,40.38,0.02,87.36,2.41
2011,9,7,32.32,12.66,35.69,0.28,87.46,3.6
2011,9,8,28.56,15.07,48.31,0.75,87.64,3.26
2011,9,9,29.9,13.06,38.19,0,87.49,3.76
2011,9,10,30.1,13.27,38.06,0,87.05,2.47
2011,9,11,31.37,13.09,37.81,0,86.92,2.73
2011,9,12,31.03,13.98,44.56,0,87.21,1.94
2011,9,13,29.44,13.2,52.31,0,87.28,1.84
2011,9,14,28.59,13.3,54.06,0.17,86.88,2.55
2011,9,15,19.05,8.14,63.25,0.02,86.78,3.8
2011,9,16,18.89,6.56,59.12,0.01,86.84,2.58
2011,9,17,19.15,4.29,58.12,0,87.2,2.9
2011,9,18,23.59,7.36,53.88,0,87.44,2.78
2011,9,19,23.63,7.97,59.38,0,87.38,3.18
2011,9,20,25.67,7.33,53.94,0,87.29,2.25
2011,9,21,26.53,8.32,38.5,0,87.21,2.18
2011,9,22,29.07,9.9,38,0,87.24,3.06
2011,9,23,30.69,10.34,38.94,0,87.23,3.31
2011,9,24,29.83,11.04,38.25,0.03,86.58,4.54
2011,9,25,15.65,7.06,57.5,0.34,86.68,3.34
2011,9,26,22.94,4.69,56.69,0,87,4.07
2011,9,27,21.43,6.61,67.38,0.01,87.38,4.16
2011,9,28,22.68,7.16,61.5,0.01,87.49,3.28
2011,9,29,28.76,8.76,46.25,0,86.97,4.52
2011,9,30,28.33,11.12,43.56,0.03,86.66,4.45
2011,10,1,20.84,7.83,59.31,0.06,86.64,4.37
2011,10,2,19.03,6.27,61.12,0.18,86.71,3.97
2011,10,3,15.24,5.87,64.38,1.02,86.41,3.72
2011,10,4,10.33,4.48,77.5,4.29,85.91,5.02
2011,10,5,8.26,1.4,74.06,3.9,85.55,3.98
2011,10,6,7.76,0.27,84.19,0.8,86.55,5.21
2011,10,7,12.32,2.78,81.31,0.25,87.26,4.55
2011,10,8,16.95,2.92,62.81,0.02,87.38,2.16
2011,10,9,14.75,3.44,61.75,0.22,86.87,2.03
2011,10,10,16.49,6.77,82.25,4.7,86.14,5.52
2011,10,11,13.39,3.18,76,1.16,86.79,5.64
2011,10,12,15.67,1.4,70.06,0.17,87.39,2.81
2011,10,13,18.44,1.36,60.25,0.02,87.05,2
2011,10,14,20.77,4.44,69.44,0.08,86.78,3.04
2011,10,15,17.63,7.64,79.81,0.82,86.85,2.21
2011,10,16,13.97,4.95,75.5,2.05,87.2,3.22
2011,10,17,18.51,0.23,56.12,0.01,87.76,2.51
2011,10,18,21.71,4,45.31,0.01,87.32,5.38
2011,10,19,18.4,5.18,64.94,0.02,87,3.05
2011,10,20,17.63,4.1,75.19,0.23,87.11,2.12
2011,10,21,16.82,3.65,75.19,0,87.52,2.9
2011,10,22,18.85,3.46,76.12,0,87.68,2.84
2011,10,23,19.47,5.66,73.5,0.01,87.21,1.77
2011,10,24,8.62,-1.95,66.75,0.04,87.35,4.41
2011,10,25,8.59,-3.98,70.44,0.01,87.69,2.63
2011,10,26,11.51,-5.17,55.94,0,87.58,3.25
2011,10,27,13.76,0.32,43.62,0,87.35,1.62
2011,10,28,13.35,-0.21,45.62,0.11,87.16,4.34
2011,10,29,13.89,4.48,84.81,0.24,87.49,3.09
2011,10,30,17.23,4.05,84.06,0.67,87.38,3.6
2011,10,31,7.11,-0.1,77.5,0.23,87.57,5.35
2011,11,1,8.11,-2.34,60.56,0.03,87.96,2.88
2011,11,2,13.76,-2.81,38.62,0,87.08,7.07
2011,11,3,1.72,-2.95,74.88,2.34,86.04,2.9
2011,11,4,3.2,-4.92,78.5,0.05,86.1,4.49
2011,11,5,1.93,-4.2,76.88,0.63,86,3.61
2011,11,6,2.51,-2.78,86,1.2,86.44,2.47
2011,11,7,5.08,-3.12,77.38,0.1,87.32,1.64
2011,11,8,7.03,-4.35,64,0,87.5,3.36
2011,11,9,7.5,-1.93,56.31,0,87.53,6.33
2011,11,10,12.23,-3.24,53.5,0,87.12,4.66
2011,11,11,12.62,-2.56,54.19,1.55,86.09,5.84
2011,11,12,1.96,-3.56,79.81,0.82,86.17,5.45
2011,11,13,4.54,-3.51,84.81,0.13,86.35,5.11
2011,11,14,5.74,-3.88,87.44,0.35,86.66,4.99
2011,11,15,4.77,-4.46,86,0.09,87.17,3.2
2011,11,16,4.5,-4.16,89,2.45,86.92,5.98
2011,11,17,3.54,-1.17,80.75,1.92,86.16,7.05
2011,11,18,-0.13,-5.5,76.19,3.95,85.55,5.18
2011,11,19,0.92,-6.42,78,0.77,85.9,3.89
2011,11,20,4.31,-6.53,75.62,0.06,86.2,3.85
2011,11,21,4.15,-1.72,84.81,3.11,86.34,7.07
2011,11,22,6.4,0.51,86.44,1.85,86.25,9.97
2011,11,23,7.71,0.69,80.44,0.69,85.86,8.43
2011,11,24,6.4,-1.91,80.38,1.2,86.19,5.07
2011,11,25,3.52,-3.34,71.25,0.9,87.49,4.24
2011,11,26,9.18,-2.25,65.75,0,87.88,6.22
2011,11,27,11.3,0.32,75.12,0.23,87.43,5.12
2011,11,28,8.17,-0.78,90.69,0.23,87.74,1.79
2011,11,29,10.15,-3.7,84.62,0.01,87.47,3.35
2011,11,30,3.13,-4.74,86,0.19,87.91,5.24
2011,12,1,6.05,-5.44,63.5,0,88.31,1.65
2011,12,2,2.39,-4.81,65.75,0.01,87.63,4.41
2011,12,3,3.45,-4.67,59.5,0,87.76,1.41
2011,12,4,2.51,-6.74,86.44,0,87.82,2.96
2011,12,5,3.44,-7.92,66.06,0,87.86,3.15
2011,12,6,7.38,-4.75,54.5,0,87.74,2.27
2011,12,7,6.89,-2.23,72.25,0,87.59,2.47
2011,12,8,5.23,-5.27,76.62,0,87.59,2.96
2011,12,9,8.19,-4.38,50.94,0,87.53,4.61
2011,12,10,6.94,-5.35,60.56,0,86.97,3.45
2011,12,11,1.08,-4.7,85.5,0.21,86.54,3.06
2011,12,12,0.61,-7.97,81.69,0.05,86.65,3.76
2011,12,13,2.54,-8.6,74.88,0,86.66,2.87
2011,12,14,4.26,-5.94,72.62,0.41,86.96,2.64
2011,12,15,3.08,-4.17,90.62,0.21,87.46,2.52
2011,12,16,6.14,-4.99,76.62,0.01,88.03,3.93
2011,12,17,7.59,-3.41,69.12,0.03,87.55,5.91
2011,12,18,4.07,-2.24,88.5,0.05,87.27,3.38
2011,12,19,3.62,-4.68,74,0.02,87.66,0.92
2011,12,20,6.37,-3.27,72.06,0.01,87.42,3.41
2011,12,21,0.52,-8.74,80.5,0,87.67,2.95
2011,12,22,4.16,-9.27,53.94,0,87.91,5.05
2011,12,23,6.66,-6.11,44.31,0,88.25,2.78
2011,12,24,5.93,-3.54,54.19,0,88.19,4.34
2011,12,25,6.75,-3.98,68.5,0.21,87.56,5.37
2011,12,26,4.13,-4.85,81.62,0.26,87.38,2.71
2011,12,27,4.94,-3.62,88.31,1.9,87.26,5.38
2011,12,28,10.02,2.19,91.94,6.42,86.83,8.66
2011,12,29,4.98,-0.92,96.44,11.06,86.68,5.38
2011,12,30,5.94,-5.18,86.88,9.62,86.35,7.09
2011,12,31,1.82,-6.51,64.38,0.02,87.49,4.68
2012,1,1,6.8,-1.82,57,0,87.53,8.21
2012,1,2,9.02,-2.38,71.75,0.03,87.2,6.87
2012,1,3,6.01,-1.75,81.88,0.04,87.69,4.16
2012,1,4,10.8,0.05,72.19,0.03,87.63,4.87
2012,1,5,3.43,-3.95,86.69,0.23,87.61,3.47
2012,1,6,4.4,-4.6,78.81,0.83,87.31,2.85
2012,1,7,2.37,-4.1,75.25,0.12,87.73,2.06
2012,1,8,6.27,-4.62,66.12,0,87.76,3.7
2012,1,9,8.13,-3.52,64.88,0.06,87.5,3.08
2012,1,10,2.49,-5.94,75.31,0.26,87.58,3.1
2012,1,11,3.39,-7.51,67.69,0,87.68,4.35
2012,1,12,3.78,-8.49,59.19,0,87.53,4.3
2012,1,13,8.55,-4.2,50.12,0,87.39,3.87
2012,1,14,6.53,-3.63,64.62,0.19,86.67,5.53
2012,1,15,-2.62,-7,67.94,0.68,86.41,4.93
2012,1,16,-3.4,-9.61,70.25,0.32,86.82,3.98
2012,1,17,0.24,-8.95,77.62,5.8,86.52,8.43
2012,1,18,2.43,-2.75,90.12,25.02,86.11,9.1
2012,1,19,3.8,-0.99,93.56,15.21,85.74,7.27
2012,1,20,2.21,-1.04,94,8.14,85.55,7.23
2012,1,21,1.36,-6.69,87.19,2.23,85.49,6.01
2012,1,22,2.79,-6.24,85.88,1.33,85.99,6.98
2012,1,23,2.5,-5.74,75.44,0.05,86.41,2.14
2012,1,24,2.25,-4.97,88.06,14.52,86.87,6.59
2012,1,25,4.1,0.16,93.12,1.71,87.44,5.49
2012,1,26,2.59,-5.64,86.56,3.6,87.42,5.41
2012,1,27,1.6,-8.04,75.12,0.03,88.05,3.12
2012,1,28,6.23,-7.4,61.75,0,87.9,4.27
2012,1,29,7.13,-1.2,72.38,1.1,87,5.95
2012,1,30,6.18,-2.69,81.25,0.44,86.82,3.55
2012,1,31,6.28,-3.4,78.25,0.03,86.81,2.73
2012,2,1,3.32,-4.3,84.44,1.5,87.06,5.14
2012,2,2,5.91,-3.95,66.38,0.03,87.61,2.25
2012,2,3,6.35,-4.9,63.31,0,87.24,7.15
2012,2,4,6.98,-5.6,67.69,0,87.27,7.22
2012,2,5,7.67,-5.3,64.81,0,87.25,5.16
2012,2,6,8.38,-4.82,58.25,0,86.77,7.41
2012,2,7,9.34,-3.91,68.81,0.2,86.57,5.79
2012,2,8,7.31,-1.96,93.56,3.93,87.27,3.63
2012,2,9,10.11,0.6,81.31,0.68,87.46,3.47
2012,2,10,10.28,-0.63,78.56,0.83,86.9,3.48
2012,2,11,5.76,-3.42,81.81,1.31,86.93,3.22
2012,2,12,8.15,-4.53,67.88,0.08,86.49,2.33
2012,2,13,3.62,-3.86,79.06,0.86,86.35,2.97
2012,2,14,3.13,-4.59,78.31,0.4,86.5,4.3
2012,2,15,3.41,-5.1,73.06,0.11,87.29,3.47
2012,2,16,8.08,-3.59,71.5,0.06,87.47,3.66
2012,2,17,8.17,-0.85,88.69,0.99,87.09,4.07
2012,2,18,0.93,-4.81,76.81,0.54,86.94,4.07
2012,2,19,3.28,-4.99,59.62,0.36,86.64,2.23
2012,2,20,4.8,-2.4,86.38,1.49,86.6,4.91
2012,2,21,6.08,0.5,93.81,1.61,87.33,6.53
2012,2,22,7.32,-3.62,82.5,0.91,87.26,9.23
2012,2,23,4.9,-4.03,66.94,0.08,87.52,3.55
2012,2,24,14.78,-3.67,61.5,1.75,86.64,6.59
2012,2,25,-0.95,-6,67.44,1.9,86.82,10
2012,2,26,0.66,-6.07,66.38,1.65,86.83,2.59
2012,2,27,0.03,-7.5,70.81,1.37,86.48,3.49
2012,2,28,1.46,-9.49,72.69,3.28,85.9,7.09
2012,2,29,-0.29,-5.97,73.12,1.8,85.84,6.73
2012,3,1,-1.27,-8.48,84.25,4.35,86.63,5.73
2012,3,2,3.58,-9.67,87.69,0.14,87.76,3.02
2012,3,3,8.1,-1.6,85.31,0.09,87.88,2.59
2012,3,4,12.83,-2.95,72.06,0,87.31,3.1
2012,3,5,10.46,-4.1,77.62,1.42,86.29,6.27
2012,3,6,-1.35,-6.66,67.44,0.39,86.63,5.98
2012,3,7,5.25,-6.56,63.94,0.01,87.54,2.63
2012,3,8,15.08,-2.14,54.19,0,87.72,5.74
2012,3,9,17.36,-1.24,61.44,0,87.33,4.29
2012,3,10,12.3,-2.49,75.31,0.47,86.38,4.34
2012,3,11,4.37,-2.66,71.25,1.67,85.84,6.16
2012,3,12,8.07,-1.71,66.19,1.9,85.43,10.77
2012,3,13,3.48,-2.83,67.31,4.46,85.59,7.09
2012,3,14,7.31,-3.57,81,3.21,86.25,6.04
2012,3,15,11.44,1.08,82.12,8.88,86.07,8.27
2012,3,16,7.31,-2.35,77.62,6.7,85.51,5.55
2012,3,17,4.57,-4.76,67.81,0.57,85.19,4.26
2012,3,18,-0.19,-6.21,76.94,1.65,85.45,4.22
2012,3,19,2.37,-6.58,67,1.08,86.11,3.58
2012,3,20,7.74,-1.25,82.62,6.8,86.21,7.09
2012,3,21,11.57,-0.37,82.69,6.49,86.12,7.37
2012,3,22,7.93,-3.85,72.88,4.54,86.26,2.93
2012,3,23,7.45,-4.02,66.75,0.65,86.38,2.55
2012,3,24,11.86,0.69,60.5,0.16,86.27,3.88
2012,3,25,6.8,-0.89,78.88,0.54,85.92,2.32
2012,3,26,8.65,-3.8,64.44,0.04,86.06,4.71
2012,3,27,6.99,-0.2,75.69,3.2,85.87,9.02
2012,3,28,7.19,-1.1,66.75,1.63,86.2,6.2
2012,3,29,10.23,0.55,76.12,6.11,85.96,10.49
2012,3,30,12.09,3.19,77.81,6.25,85.84,8.44
2012,3,31,9.05,1.5,67.19,3.41,85.21,8.66
2012,4,1,4.21,-3.53,69.81,1.11,86.65,6.86
2012,4,2,12.26,-4.13,64.44,0.37,87.18,4.6
2012,4,3,14.45,-1.59,64.81,2.63,86.33,7.01
2012,4,4,3.5,-3.73,73.06,2.36,86.59,3.84
2012,4,5,1.99,-5.02,74.12,0.64,86.8,2.52
2012,4,6,3.55,-5.24,65.06,0.09,87.16,2.5
2012,4,7,12.73,-4.56,56,0.01,87.09,3.62
2012,4,8,18.09,0.28,47.88,0,86.86,4.17
2012,4,9,16.39,2.25,48.88,0,86.55,3.42
2012,4,10,15.59,4.39,49.81,0.19,86.17,3.36
2012,4,11,8.14,1.5,77,4.63,85.8,3.27
2012,4,12,9.15,-1.37,63.25,0.8,86,3.92
2012,4,13,7.02,-2.71,73.25,4.62,85.93,3.7
2012,4,14,12.37,0.27,68.12,1.29,86.7,5.43
2012,4,15,14.34,0.34,60.69,0.1,87.13,2.73
2012,4,16,10.8,1.1,81.81,5.79,87.03,4.96
2012,4,17,10.73,0.08,80.06,3.19,87,3.19
2012,4,18,11.6,-1.47,73.25,0.98,86.83,4.16
2012,4,19,13.27,2.11,87.69,4.32,87.09,3.88
2012,4,20,20.55,6.22,68.94,0.27,87.25,4.2
2012,4,21,24.83,3.84,60.94,0,87.06,2.09
2012,4,22,27.3,6.98,56.44,0,86.78,3.07
2012,4,23,26.87,7.96,59.31,1.04,86.62,3.77
2012,4,24,22.38,8.64,67.38,0.17,86.56,4
2012,4,25,17.38,6.91,73.62,2.61,86.2,5.35
2012,4,26,7.83,0.12,72.44,9.03,86.08,5.59
2012,4,27,9.99,-1.6,64.69,0.22,87.33,3.47
2012,4,28,15.78,0.58,68.56,0.09,87.29,2.47
2012,4,29,20.17,2.98,64.56,0.03,86.88,2.3
2012,4,30,14.58,0.82,67.44,1.76,86.32,7.28
2012,5,1,13.36,-2.35,61.88,0.21,86.49,4.09
2012,5,2,11.41,-2.97,61.25,1.35,86.36,2.91
2012,5,3,13.82,0.19,70.31,3.81,86.05,7.27
2012,5,4,6.62,-1.33,71.5,1.14,87.14,3.73
2012,5,5,11.24,-2.92,64.75,0.16,87.84,3.48
2012,5,6,17.63,-3,56.88,0,87.77,2.3
2012,5,7,21.8,0.37,41.44,0.11,87.47,3.03
2012,5,8,24.37,5.59,47.5,0,87.05,3.95
2012,5,9,15.56,0.54,56.06,0.03,87.14,5.79
2012,5,10,14.15,-3.49,47.69,0.27,87.45,3.28
2012,5,11,19.67,-1.57,40.56,0,87.29,2.55
2012,5,12,25.87,1.85,38.12,0,87.39,2.67
2012,5,13,28.69,5.51,37.62,0,87.31,2.7
2012,5,14,28.01,7.5,44.06,0,87.05,3.44
2012,5,15,26.73,9.57,58.94,0.01,87.03,3.62
2012,5,16,22.23,7.57,53,0,86.96,4.02
2012,5,17,14.69,2.26,51.94,0,86.72,4.41
2012,5,18,15.84,-0.94,49,0,86.94,3.69
2012,5,19,18.77,2.81,49.06,0.02,87.02,2.23
2012,5,20,21.74,7.52,64.81,0.25,86.98,2.53
2012,5,21,17.83,7.21,69.94,2.28,86.67,4.19
2012,5,22,16.11,2.15,64,0.98,86.7,6.54
2012,5,23,12.91,-0.85,64.06,0.7,86.75,4.22
2012,5,24,10.19,0.8,72.38,9.55,86.22,3.39
2012,5,25,11.4,1.72,74.81,7.28,86.08,6.23
2012,5,26,11.47,3.2,72.5,0.36,86.48,5.94
2012,5,27,17.31,3.11,63.62,0.06,86.92,3.72
2012,5,28,19.81,6.01,61.94,0.08,86.9,2.93
2012,5,29,20.21,4.12,57.06,0,87.08,3.09
2012,5,30,23.68,6.45,54.69,0,87.39,3.03
2012,5,31,25.54,9.11,59.94,0,87.33,3.04
2012,6,1,27.14,11.33,57.44,0.15,86.84,2.98
2012,6,2,19.85,8.5,66.38,1.71,86.6,4.16
2012,6,3,18.91,6.55,72.81,6.57,86.51,2.66
2012,6,4,13.87,2.26,81.94,11.41,86.09,4.4
2012,6,5,9.77,0.66,67.25,1.58,86.94,5.78
2012,6,6,17.24,-0.44,57.12,0.39,87.06,3.2
2012,6,7,16.05,3.69,64.12,3.75,86.68,4.91
2012,6,8,12.69,1.57,65.69,1.95,86.69,4.18
2012,6,9,13.15,0.67,67.62,0.98,87.08,6.13
2012,6,10,19.79,1.35,54.69,0.16,87.35,3.25
2012,6,11,24.13,5.48,52.44,0.09,87.26,2.62
2012,6,12,20.8,8.9,69.75,0.31,87.04,3.41
2012,6,13,21.02,6.26,56.44,0.04,87.03,4.13
2012,6,14,23.19,5.17,48.38,0,86.96,3.35
2012,6,15,24.12,4.3,55.44,0,87.27,3.08
2012,6,16,25.85,10.56,49.25,0,87.29,2.16
2012,6,17,25.07,10.47,59.06,0.01,86.73,5.23
2012,6,18,14.75,4.83,61.31,0.92,86.64,6.36
2012,6,19,17.68,3.23,56.5,0.15,86.98,3.44
2012,6,20,26.62,3.39,45.81,0,86.92,3.94
2012,6,21,30.8,8.54,52.75,0.05,86.45,3.08
2012,6,22,18.05,7.87,75.31,8.29,86.18,2.93
2012,6,23,15.01,6.23,68.25,3.59,86.2,3.29
2012,6,24,20.76,4.39,51.88,0.19,86.67,4.09
2012,6,25,19.92,6.14,58.56,1.49,86.66,4.5
2012,6,26,17.76,2.81,61.5,1.84,86.85,4.3
2012,6,27,25.57,3.31,49,0,86.81,2.8
2012,6,28,25.19,9.12,54.25,0.08,86.9,3.15
2012,6,29,24.47,10.9,62.62,0.11,87.12,2.85
2012,6,30,23.12,10.51,71.19,1.64,86.87,3.36
2012,7,1,24.46,10.54,64.06,0.49,86.93,3.14
2012,7,2,28.23,9.31,56.94,0,86.7,4.23
2012,7,3,20.59,7.26,51.88,0.03,86.99,4.88
2012,7,4,26.49,4.23,49.19,0,86.81,3.15
2012,7,5,28.17,7.84,48.5,0,86.86,2.52
2012,7,6,30.65,10.54,49.69,0,87.13,2.83
2012,7,7,33.6,12.41,50.06,0.02,87.22,2.06
2012,7,8,35.36,15.46,47.19,0.64,87.14,3.1
2012,7,9,33.26,16.28,56.62,0.19,87.17,3.29
2012,7,10,30.92,13.12,47.06,0,87.27,3.63
2012,7,11,32.95,14.01,40.19,0.05,87.08,2.36
2012,7,12,31.94,14.11,52,0,86.9,3.76
