YEAR,Month,Day,Maximum temperature at 2 meter(degree celcius),Minimum temperature at 2 meter(degree celcius),Earth skin temperature(degree celcius),relative humidity(%),Precipitation(mm/day),Surface pressure(kpa),Wind speed at 10 meters(m/s)
2009,1,2,12.12,13.6,1.1,57.56,0.16,77.98,5
2009,1,3,0.07,9.12,-2.99,65.19,1.25,77.96,4.11
2009,1,4,-1.69,8.88,-6.56,62.19,0.34,78.86,2.91
2009,1,5,3.74,15.48,-5.45,45.44,0.15,77.99,5.42
2009,1,6,1.04,8.02,-3.45,46.06,0.52,77.99,6.79
2009,1,7,6.37,9.58,1.03,49.44,0.57,78.11,11.54
2009,1,8,11.08,11.84,1.04,53.75,0,78.51,5.02
2009,1,9,0.31,6.8,-2.47,66.5,0.78,78.83,5.84
2009,1,10,3.18,10.8,-3.63,48,0.17,79.53,6.16
2009,1,11,2.54,7.65,-2.54,55.19,0.86,79.34,5.8
2009,1,12,-2.04,7.34,-5.64,62.94,3.81,79.44,5.25
2009,1,13,4.37,12,-2.62,57.5,0.86,79.2,6.59
2009,1,14,5.36,10.17,-1.95,55.19,0.12,79.31,4.77
2009,1,15,5.4,11.72,-2.43,60.94,0.04,79.65,3.3
2009,1,16,10.76,14.06,0.06,49.62,0,79.7,4.68
2009,1,17,9.9,12.71,-0.2,43.88,0.06,79.77,3.71
2009,1,18,11.15,13.41,0.55,34.75,0,79.88,5.72
2009,1,19,11.75,11.97,2.51,30.5,0,79.88,7.22
2009,1,20,14.72,16.61,1.75,30.25,0.05,79.76,4.98
2009,1,21,15.62,15.98,2.14,27.88,0.01,79.2,5.59
2009,1,22,14.72,13.7,4.9,49.12,0.13,78.84,4.75
2009,1,23,6.01,12.09,0.05,76.56,1.05,79.16,2.48
2009,1,24,12.01,17.12,0.84,71.81,1.23,78.7,3.14
2009,1,25,6.83,13.88,-1.6,72.44,0.4,78.16,1.86
2009,1,26,-0.54,11.63,-4.77,69.94,1.96,78.25,2.88
2009,1,27,-1.99,11.33,-6.87,49.94,0.22,78.6,5.84
2009,1,28,1.18,9.04,-4.09,45.06,0.42,78.76,7.44
2009,1,29,-0.16,10.2,-5.28,48.44,0.34,79.29,5.62
2009,1,30,8.93,13.83,-0.76,46.88,0,79.59,5.36
2009,1,31,9.98,12.98,0.27,39.25,0.11,78.83,6.77
2009,2,1,3.95,8.19,-1.29,49.62,0.02,79.1,3.23
2009,2,2,6.07,12.23,-0.81,43,0,79.27,6.25
2009,2,3,9.53,12.64,0.87,50.75,0.08,79.7,3.98
2009,2,4,13.94,15.62,1.84,32.69,0,79.58,3.69
2009,2,5,13.94,15.09,2.72,33.62,0,79.18,5.05
2009,2,6,10.35,12.74,2.33,40.19,0.1,78.48,6.76
2009,2,7,9.66,12.02,1.51,51.75,0.03,78.98,4.67
2009,2,8,8.78,11.18,1.49,70.12,0.42,78.33,5.19
2009,2,9,6.15,10.6,-0.1,46.38,0.01,77.26,8.37
2009,2,10,3.64,8.18,-1.5,66.38,0.93,77.77,3.98
2009,2,11,4.47,11.04,-1.92,50.12,0.15,78.48,4.59
2009,2,12,6.01,13.05,-0.85,48.25,1.2,78.46,3.95
2009,2,13,1.44,7.69,-1.49,59.44,0.53,78.55,4.23
2009,2,14,2.87,11.26,-2.96,57.5,0.46,78.29,3.73
2009,2,15,6.13,15.24,-2.7,44.81,0,78.86,2.95
2009,2,16,10.62,14.94,0.84,40.06,0.11,78.47,3.91
2009,2,17,5.51,8.43,0.35,41.56,0.34,77.84,8.63
2009,2,18,4.61,9.53,-0.98,45.31,0.13,78.66,4.55
2009,2,19,5.12,12.29,-1.41,46.12,0.04,79.29,4.62
2009,2,20,7.83,16.66,-1.42,44.12,0.51,78.8,7.22
2009,2,21,8.2,16.31,-1.24,47.31,0,79.31,3.78
2009,2,22,12.1,15.3,2.16,41.75,0.3,79.34,3.4
2009,2,23,14.1,14.6,4.62,57.31,0.82,79.11,2.69
2009,2,24,15.09,14.28,5.48,56.12,0.12,78.87,3.63
2009,2,25,15.3,16.3,5.29,44.06,0.09,78.69,5.49
2009,2,26,10.33,12.82,3.05,48.88,0.49,78.43,5.36
2009,2,27,5.52,13.24,0.03,46.44,0.28,78.64,5.09
2009,2,28,6.36,14.6,-1.1,35,0,79.75,3.14
2009,3,1,14.33,18.5,3.15,36.31,0.2,79.58,3.12
2009,3,2,18.12,17.16,7.23,40.38,0.02,79.17,3.41
2009,3,3,18.24,16.78,8.18,44.75,0,78.86,6.27
2009,3,4,17.72,14.36,8.79,37,0,78.44,8.38
2009,3,5,12.25,14.54,4.86,34.5,0.01,78.28,7.91
2009,3,6,11.71,14.8,3.26,41.56,0.43,78.27,5.3
2009,3,7,4.26,9.05,0.12,54.56,0.72,78.19,2.15
2009,3,8,13.58,17.82,3.49,34.5,0,78.2,5.77
2009,3,9,11.26,15.34,3.68,46.75,0.53,77.98,2.91
2009,3,10,2.33,10.36,-2.13,50.62,0.87,78.32,5.09
2009,3,11,10.32,17.28,0.98,36.38,0.06,79.02,3.01
2009,3,12,7.5,11.41,1.75,47.06,0.21,79.03,3.45
2009,3,13,6.68,11.12,1.5,50.12,0.01,79.12,2.68
2009,3,14,12.54,17.2,3.69,28.06,0,78.49,3.12
2009,3,15,13.91,16.54,5.4,32.5,0.08,78.5,4.34
2009,3,16,17.66,18.84,8.21,37.88,0.11,79.18,3.94
2009,3,17,18.5,17.25,9.83,35.94,0.07,79.28,3.81
2009,3,18,14.06,12.92,7.56,47.88,0.14,79.42,2.62
2009,3,19,18.58,18.59,10.37,46.19,0.01,79.24,3.09
2009,3,20,18.06,13.3,10.48,47.5,1.19,79.02,2.63
2009,3,21,20.8,18.09,12.1,40.88,0.04,78.88,4.88
2009,3,22,21.39,15.39,13.58,28.94,0.03,77.88,6.36
2009,3,23,9.51,10.5,4.55,47.81,1.11,77.46,4.77
2009,3,24,9.26,11.57,4.08,42,0.8,78.39,5.48
2009,3,25,7.13,9.46,2.97,48.88,0.71,78.05,3.97
2009,3,26,-1.37,10.31,-5.31,82.25,14.04,78.15,6.77
2009,3,27,-0.06,13.13,-7.47,75.62,3.42,78.67,4.5
2009,3,28,6.73,15.79,-1.45,57.69,0.34,78.46,4.42
2009,3,29,14.95,18.16,5.48,44.44,0.51,77.47,6.53
2009,3,30,1.3,7.57,-1.79,48.06,1.81,77.82,5.98
2009,3,31,5.44,13.17,-0.7,43.56,0.26,78.08,6.52
2009,4,1,3.89,10.48,-0.87,66.25,4.21,77.63,5.12
2009,4,2,9.64,17.88,1.4,53.88,0.43,78.08,3.62
2009,4,3,13.62,15.47,6.11,55.56,3.03,77.33,5.09
2009,4,4,-0.99,6.86,-3.3,77.31,3.61,77.99,9.09
2009,4,5,0.97,10.57,-3.5,60.75,0.88,79.55,5.14
2009,4,6,9.04,18.2,-0.03,42.88,0,79.71,4.61
2009,4,7,16.14,18.59,5.96,33.38,0.02,79.1,6.06
2009,4,8,20.52,21.14,10.51,27.81,0.02,78.09,5.36
2009,4,9,11.85,14.27,5.26,47.75,0.16,78.06,4
2009,4,10,14.19,18,7.02,50.62,0.11,78.68,3.98
2009,4,11,13.76,12.89,5.86,59.25,1.01,78.33,6.31
2009,4,12,5.32,6.42,2.72,84.69,7.23,78.63,6.48
2009,4,13,16.27,19.32,7.69,50.5,0.17,78.82,3.08
2009,4,14,17.63,16.47,9.9,41.69,0.02,78.38,4.77
2009,4,15,19.39,16.87,11.94,36.69,0.07,77.94,6.51
2009,4,16,12.58,12.22,7.41,69.94,5.22,78.5,4.53
2009,4,17,2.54,7.06,0.05,94.44,37.53,78.92,5.39
2009,4,18,0.76,6.02,-1.81,97.12,18.07,79.22,5.06
2009,4,19,11.65,17.77,2.26,67.94,0,79.78,3.98
2009,4,20,17.66,16.8,9.51,50.38,0,79.59,4.88
2009,4,21,21.13,18.27,13.22,46.69,0,79.39,3.06
2009,4,22,21.24,16.43,13.74,38.75,0,78.95,3.61
2009,4,23,23.2,17.85,15.05,36.19,0.04,78.54,4.03
2009,4,24,23.21,18.24,14.51,40.12,0.04,78.32,4.55
2009,4,25,17.08,13.83,10.3,60.31,0.4,78.34,4.53
2009,4,26,14.06,14.52,7.37,58.38,8.5,78.24,3.92
2009,4,27,11.88,13.33,6.62,59.81,3.48,78.95,3.33
2009,4,28,20.58,20.64,10.33,47.19,0.13,78.77,6.22
2009,4,29,22.63,19.73,13.92,36.75,0,78.74,3.22
2009,4,30,21.98,18.89,12.77,45.12,0.01,78.95,2.17
2009,5,1,16.93,14.53,10.76,58.12,0.45,79.11,2.2
2009,5,2,11.97,8.13,8.3,73.44,4.11,78.67,1.64
2009,5,3,16.31,14.77,10.38,62,0.99,78.83,2.79
2009,5,4,17.84,14.8,11.69,52.69,0.31,78.75,3.3
2009,5,5,19.94,15.84,12.57,49.38,0.27,78.72,3.27
2009,5,6,25.29,21.7,16.08,40.12,0,78.86,3.44
2009,5,7,25.99,20.44,17.03,39.31,0.05,78.69,3.73
2009,5,8,21.01,16.88,13.95,55.62,0.35,78.91,3.09
2009,5,9,19.73,18.52,12.48,51.38,1.56,79.11,3.7
2009,5,10,16.92,14.32,11.44,65.69,2.45,79.22,2.94
2009,5,11,24.61,21.7,15.95,46.38,0.03,78.91,3.35
2009,5,12,26.43,20.01,17.33,32.88,0.15,78.31,5.69
2009,5,13,22.2,16.33,14.92,37.19,0.11,78.73,3.7
2009,5,14,24.97,20.76,15.73,34.94,0,78.85,5.13
2009,5,15,22.15,15.36,15.74,43.38,1.84,79.13,4.12
2009,5,16,22.3,17.45,15.06,48.56,0.39,79.6,3.84
2009,5,17,25.19,19.7,17.76,33,0,79.67,3.46
2009,5,18,29.29,20.32,21.94,31.06,0.1,79.46,3.39
2009,5,19,29.27,16.3,21.98,32.38,0.58,79.06,4.02
2009,5,20,25.23,13.69,19.9,39.12,0.51,79.01,3.3
2009,5,21,14,5.62,12.57,75.5,3.82,79.42,3
2009,5,22,19.02,13.35,13.97,69.06,3.21,79.19,1.65
2009,5,23,18.26,9.37,14.79,73.06,6.33,79.19,2.47
2009,5,24,21.62,13.65,14.96,65.75,6.07,78.87,3.68
2009,5,25,16.13,10.31,11.92,72.5,14.64,78.84,3.05
2009,5,26,11.9,5.88,8.79,72.25,4.86,79.17,3.52
2009,5,27,19.98,17.25,13.59,52,0.2,79.21,3.39
2009,5,28,22.26,16.25,16.37,48.44,0.24,79.47,3.61
2009,5,29,24.64,17.06,18.73,42.75,0.58,79.57,3.84
2009,5,30,20.98,11.98,16.42,56.5,2.67,79.4,3.5
2009,5,31,23.44,14.55,17.64,51.81,6.63,79.05,3.34
2009,6,1,16.7,6.98,14.11,68.69,10.49,79,3.04
2009,6,2,9.37,4.39,8.46,83.38,12.62,79.58,4.6
2009,6,3,19.96,16.46,13.52,62.94,1.28,79.53,2.74
2009,6,4,22.74,16.83,16.54,55.44,0.31,79.39,2.45
2009,6,5,26.03,16.66,17.75,45.88,0.36,78.8,3.84
2009,6,6,25.37,17.92,17.48,37.62,0,78.4,4.6
2009,6,7,20.17,13.92,14.5,40.06,1.09,78.52,3.59
2009,6,8,21.44,16.75,14.83,48.88,0.21,78.84,3.31
2009,6,9,21.18,13.74,16.19,53.88,0.47,78.81,2.33
2009,6,10,19.7,12.34,14.32,63.25,3.02,78.77,3.03
2009,6,11,20.17,13.74,14.51,61.5,6.58,78.81,2.48
2009,6,12,22.33,17.09,16.41,59.75,3.16,79.06,2.1
2009,6,13,25.48,17.09,16.94,58.62,3.61,79.1,4.74
2009,6,14,24.13,16.71,16.99,52.94,4.34,78.94,2.75
2009,6,15,22.28,14.7,16.63,54.38,1.41,78.84,2.04
2009,6,16,25.02,16.59,17.48,48.38,0.29,79.01,3.13
2009,6,17,28.14,19.2,20.17,44.19,0.08,78.86,2.95
2009,6,18,26.89,15.98,20.31,41.06,0.93,78.7,3.55
2009,6,19,26.03,18.43,19.9,46.19,0.14,78.91,3.19
2009,6,20,20.35,8.59,17.56,64.19,1.86,78.68,4.44
2009,6,21,28.35,19.18,20.65,44.75,0.34,78.67,3.55
2009,6,22,30.87,20.88,22.72,33.38,0.17,78.92,4.21
2009,6,23,28.12,17.27,20.31,50.19,9.11,79.27,2.66
2009,6,24,28.99,16.1,22.2,53.06,1.15,79.47,3.25
2009,6,25,26.12,12.99,20.16,63,12.96,79.45,3.05
2009,6,26,26.45,13.18,19.91,56.19,3.26,79.06,3.93
2009,6,27,27.94,17.42,21.75,51.69,0.77,79.57,2.47
2009,6,28,26.95,14.58,21.83,56.19,2.03,79.62,2.46
2009,6,29,29.62,17.34,22.97,41.06,0.52,79.34,2.8
2009,6,30,29.48,17.52,22.76,37.06,0.1,79.34,3.27
2009,7,1,31.82,18.62,23.74,38.94,1.44,79.26,3.6
2009,7,2,27.29,14.96,21,62.19,6.87,79.53,2.36
2009,7,3,28.13,14.29,21.82,60.81,5.55,79.4,2.57
2009,7,4,24.1,12.12,18.73,71,7.03,79.67,2.67
2009,7,5,24.49,14.35,19.24,65.25,2.84,79.54,2.77
2009,7,6,28.2,17.32,21.33,49.62,3.17,79.27,2.83
2009,7,7,30.49,18.13,22.82,38.38,0.02,79,4.02
2009,7,8,32.45,20.23,23.88,34.31,0.04,78.96,2.3
2009,7,9,31.57,18.88,22.89,37.88,0.34,79.23,2.8
2009,7,10,32.57,19.11,23.47,37.88,0.14,79.55,2.71
2009,7,11,31.15,17.06,23.18,49.75,5.63,79.77,3.16
2009,7,12,31.07,16.44,23.53,49.56,3.27,79.73,2.38
2009,7,13,31.15,17.25,22.71,47.44,4.51,79.4,3.79
2009,7,14,32.78,18.73,24.53,38,0,79.28,2.66
2009,7,15,31.16,18.37,23.16,43.56,0.11,79.68,2.61
2009,7,16,28.87,15.77,22.86,33.12,0.01,79.81,4.05
2009,7,17,29.51,16.87,23.01,36.75,0.18,79.87,4.59
2009,7,18,27.23,14.56,22.61,50.25,0.02,79.9,4.07
2009,7,19,32.14,17.4,24.06,43.31,0.72,79.54,4.97
2009,7,20,29.73,15.49,23.55,45.62,3.35,79.35,3.95
2009,7,21,26.72,13.66,20.8,68.25,11.09,79.53,3.28
2009,7,22,28.67,16.34,22.32,50.62,0.51,79.5,3.02
2009,7,23,31.23,18.07,23.58,39.44,0.12,79.46,3.59
2009,7,24,32.59,17.67,25.32,35.06,0.07,79.42,3.05
2009,7,25,26.71,13.44,21.01,60.44,6.76,79.73,3.33
2009,7,26,22.6,9.23,18.55,66.38,2.62,79.74,3.49
2009,7,27,27.19,16.45,21.03,54.12,4.55,79.58,2.64
2009,7,28,24.18,12.73,18.61,67.44,3.81,79.32,3.58
2009,7,29,21.91,12.87,16.64,71.56,8.1,79.23,3.96
2009,7,30,19.96,11.78,14.98,71.56,4.97,79.43,2.55
2009,7,31,26.8,17.12,18.76,54.12,3.57,79.4,3.62
2009,8,1,26.59,18.87,19.4,51.5,0,79.65,2.86
2009,8,2,31.48,19.69,22.69,35.25,0.85,79.41,2.84
2009,8,3,31.82,17.42,23.54,34.44,0.82,79.41,2.28
2009,8,4,32.33,19.76,23.95,33.5,0.08,79.54,2.22
2009,8,5,31.48,16.42,24.26,38.56,2.2,79.65,3.54
2009,8,6,28.67,14.05,21.29,53.56,3.23,79.27,4.17
2009,8,7,31.44,18.04,23.14,36.75,0.03,78.81,5.03
2009,8,8,28.89,18.46,20.98,28.75,0.14,79.02,3.56
2009,8,9,28.4,16.5,21.7,45.62,0.6,79.37,1.75
2009,8,10,28.48,18.14,21.4,48.69,2.45,79.7,2.35
2009,8,11,30.4,17.88,23.26,40.38,0.2,79.8,3.58
2009,8,12,32.3,18.57,24.98,32.75,0.11,79.64,2.66
2009,8,13,28.43,13.43,20.54,47.12,0.46,79.42,3.37
2009,8,14,25.72,11.91,20.33,51.12,1.56,79.1,3.34
2009,8,15,27.64,16.41,20.89,47.06,0.83,78.96,3.38
2009,8,16,26.88,18.02,18.84,48.06,0.34,79.18,3.12
2009,8,17,24.48,15.32,18.11,66.25,3.33,79.54,2.73
2009,8,18,25.22,13.85,17.8,56,2.26,79.26,3.86
2009,8,19,27.49,17.17,19.87,34.88,0,79.06,3.2
2009,8,20,25.87,18.04,18.29,45.12,0.06,79.57,2.95
2009,8,21,28.37,18.18,20.38,39.75,0,79.72,3.05
2009,8,22,33.47,19.02,24.87,38.75,0.16,79.48,4.52
2009,8,23,33.41,16.87,25.33,37,0.29,79.12,4.52
2009,8,24,27.92,13.09,21.3,45.75,0.71,79.33,2.29
2009,8,25,22.48,10.23,18.69,61.44,5.08,79.64,2.01
2009,8,26,24.02,13.21,18.52,53.69,0.99,79.77,2.7
2009,8,27,27.22,16.02,19.62,39.75,0,79.96,4.32
2009,8,28,26.51,15.26,19.5,40.5,0.06,80.01,3.76
2009,8,29,26.22,15.86,19.31,50.38,0.58,79.68,3.77
2009,8,30,24.46,13.72,18.58,62.44,1.11,79.51,3.41
2009,8,31,30.13,19.14,20.6,44.25,0.24,79.32,2.76
2009,9,1,30.37,17.4,22.08,30.69,0.03,79.46,2.7
2009,9,2,27.04,14.55,20.51,39.56,0.27,79.72,2.85
2009,9,3,26.77,14.81,20,43.5,0.17,79.65,3.61
2009,9,4,27.4,17.23,20.02,41.31,0.14,79.52,2.69
2009,9,5,27.44,15.88,20.57,45.62,1.46,79.52,3.23
2009,9,6,22.49,9.68,18,53.44,0.77,79.44,2.82
2009,9,7,27.8,15.76,21.07,42.75,0.44,79.19,2.99
2009,9,8,28.55,16.16,21.12,49.62,0.91,79.18,2.88
2009,9,9,27.21,16.12,20.37,57.44,0.68,79.62,4.05
2009,9,10,26.79,14.23,19.54,45,0.08,79.7,3.37
2009,9,11,21.19,11.59,16.4,47.81,0.06,79.86,4.65
2009,9,12,15.31,8.63,11.34,74.75,12.17,79.45,3.73
2009,9,13,25.78,19.1,16.51,62.19,1.63,79.16,4.61
2009,9,14,25.09,15.55,18.79,51.12,2.74,79.27,3.03
2009,9,15,22.56,10.63,17.52,59.44,1.53,79.51,2.49
2009,9,16,20.91,11.02,15.28,62.31,1.64,79.87,2.42
2009,9,17,22.73,12.82,16.77,50.88,0.06,79.75,3.2
2009,9,18,22.34,14.17,15.79,48.62,0.11,79.65,3.32
2009,9,19,24.39,17.11,16.83,46.38,0.14,79.39,3.47
2009,9,20,25.27,15.54,16.25,48.06,0.79,79.05,3.61
2009,9,21,9.05,8,4.58,71.38,6.73,79.59,5.3
2009,9,22,11.76,11.73,6.08,55.25,2.31,79.79,5.15
2009,9,23,9.48,7.93,5.21,75.69,5.74,79.82,5.98
2009,9,24,12.1,11.52,6.9,68.19,2.41,79.52,3.3
2009,9,25,17.05,13.68,9.91,58.44,1.17,79.34,3.5
2009,9,26,26.18,20.33,15.11,36.25,0,79.42,4.65
2009,9,27,25.68,19.5,16.37,36.69,0.04,79.24,4.56
2009,9,28,22.76,19.82,13.12,50.69,0.02,79.42,3.53
2009,9,29,27.65,18.71,17.29,34.62,0.06,78.97,3.78
2009,9,30,23.1,18.65,14.62,33.5,0.14,78.27,8.15
2009,10,1,11.79,12.05,5.74,36.31,0,78.87,5.62
2009,10,2,14.9,17.33,5.76,35.06,0,78.9,2.57
2009,10,3,18.26,19.32,8.87,39.56,0.1,78.5,3.57
2009,10,4,17.22,15.7,9.45,61.19,0.66,78.2,4.64
2009,10,5,17.83,17.34,9.13,61.75,3.17,78.18,2.83
2009,10,6,15.4,17.78,6.37,47.5,0,78.88,1.79
2009,10,7,18.69,17.76,9.22,46.31,0.38,78.63,2.81
2009,10,8,6.98,8.9,3.2,76,1.53,78.73,3.14
2009,10,9,14.3,18.27,4.51,54.06,0.43,78.81,2.77
2009,10,10,11.24,17.86,1.7,66.44,0.41,78.88,3.36
2009,10,11,15.16,20.51,3.66,55.12,0.25,78.38,2.43
2009,10,12,18.27,19.48,7.03,51.19,0.04,78.62,2.01
2009,10,13,17.55,16.02,8.58,60.62,0.34,78.75,2.56
2009,10,14,20.58,16.95,10.14,54.38,0.56,78.73,4.09
2009,10,15,17.05,14.02,8.61,54,0.38,79.32,3.66
2009,10,16,16.12,14.7,7.37,50.06,0,79.79,2.82
2009,10,17,20.72,21.39,8.99,49.19,0.01,79.8,3.03
2009,10,18,25.16,19.25,13.29,35.06,0.01,79.19,4.5
2009,10,19,22.16,14.7,13.02,39.12,0.04,78.68,3.62
2009,10,20,12.26,12.12,7.17,62.12,2.48,78.62,4.35
2009,10,21,-0.13,2.46,-0.91,89.94,11.08,78.98,6.29
2009,10,22,6.61,12.3,-0.73,71.88,0.74,78.96,3.31
2009,10,23,11.52,14.29,2.54,61.5,0.24,78.91,2.77
2009,10,24,14.77,12.88,5.99,54.5,0.98,78.46,4.29
2009,10,25,2.48,8.34,-0.07,76.44,3.32,79.16,3.91
2009,10,26,11.4,18.39,0.8,46.5,0,79.08,2.78
2009,10,27,9.7,12.67,1.93,62.06,2.38,77.63,3.52
2009,10,28,-2.66,4.52,-4.4,93.19,16.53,77.7,6.6
2009,10,29,-5.89,3.71,-7.81,93.19,7.25,78.11,6.23
2009,10,30,3.67,14.05,-4,77.5,1.22,78.4,5.55
2009,10,31,12.56,16.13,0.82,61.5,0,79.19,4.09
2009,11,1,15.05,14.98,3.92,52.69,0.45,79.34,3.04
2009,11,2,11.08,11.88,3.06,65.25,0,79.69,3.06
2009,11,3,16.67,17.45,4.92,47.69,0.01,79.51,3.91
2009,11,4,18.44,18.7,5.39,41.94,0.05,79.78,2.77
2009,11,5,21.03,18.05,8.26,33.06,0.05,79.47,4.23
2009,11,6,19.51,15.7,8.26,40.75,0,78.91,4.82
2009,11,7,19.53,16.56,8.05,44.19,0,78.75,4.64
2009,11,8,14.65,13.02,6.42,52.31,0.04,78.96,3.05
2009,11,9,14.55,13.96,5.23,55.62,0.01,79.57,3.12
2009,11,10,16.6,17.26,4.83,42.75,0,79.62,2.79
2009,11,11,18.12,17.21,6.65,41.81,0,79.3,3.66
2009,11,12,17.74,13.91,7.65,46.31,0.03,78.17,4.56
2009,11,13,12.32,15.46,3.71,69.75,1.52,77.92,3.52
2009,11,14,5.08,9.42,-0.3,82.38,7.67,78.27,3.7
2009,11,15,-3.02,7.69,-6.99,90.12,6.5,79.13,4.39
2009,11,16,4.5,17.09,-7.36,51.81,0,79.5,3.46
2009,11,17,11.41,15.59,-1.84,46.81,1.02,79.23,2.94
2009,11,18,13.3,15.38,0.27,44.25,0.68,78.66,2.92
2009,11,19,6.35,9.82,-1.48,57.25,0,79.17,3.34
2009,11,20,11.69,14.84,0.75,44.94,0,79.11,3.61
2009,11,21,13.3,14.85,1.98,42.75,0.12,78.34,3.66
2009,11,22,10.33,14.07,0.05,51,0.01,78.52,1.98
2009,11,23,1.13,7.41,-3.15,54.75,0.51,78.91,4.74
2009,11,24,6.29,12.63,-2.03,44.69,0,79.35,4.18
2009,11,25,7.89,11.03,-0.21,58.75,0.03,79.51,3.09
2009,11,26,14.21,15.1,1.9,45.06,0,79.44,3.88
2009,11,27,15.86,17.27,2.15,31.38,0,78.83,3.88
2009,11,28,8.33,11.47,0.19,56.31,0.02,78.62,3.52
2009,11,29,4.4,8.77,-1.69,68.56,0.01,79.1,1.92
2009,11,30,12.4,14.89,0.05,38.12,0,79.07,2.46
2009,12,1,9.68,16.27,0.13,53.81,0.27,78.39,4.18
2009,12,2,-6.61,5.02,-7.39,65,1.57,78.62,4.05
2009,12,3,-8.46,6.54,-11.28,56.06,0.4,78.89,2.64
2009,12,4,0.53,15.7,-8.05,44.12,0,78.43,5.59
2009,12,5,3.16,12.27,-5.52,48.25,0.33,77.97,3.58
2009,12,6,-8.23,5.83,-9.89,72.56,2.35,78.14,4.09
2009,12,7,-0.68,13.21,-8.68,74.12,0.1,77.88,2.8
2009,12,8,-10.02,8.99,-13.19,77.88,1.75,77.24,3.96
2009,12,9,-7.63,13.11,-16.18,60.69,0.32,77.8,3.61
2009,12,10,-2.06,14.18,-12.92,50.69,0,78.27,2.92
2009,12,11,4.02,18.56,-8.25,52.88,0.25,78.4,3.16
2009,12,12,4.78,11.91,-3.85,59.38,0.16,78.16,5.4
2009,12,13,6.9,11.12,-1.25,57.44,1.17,77.75,8.29
2009,12,14,3.68,10.43,-3.9,57.75,0.07,78.66,3.21
2009,12,15,7.55,16.11,-3.26,46.06,0.04,79.35,4.15
2009,12,16,6.56,7.48,-0.32,46.25,0.09,79.32,3.66
2009,12,17,7.33,10.19,-0.51,61.69,0.42,79.19,2.96
2009,12,18,1.97,9.13,-4.13,66.62,0,79.29,2.77
2009,12,19,6.61,15.88,-4.23,47.19,0,79.08,3.75
2009,12,20,9.27,13.66,-0.8,52.75,0.08,79.05,3.74
2009,12,21,8.88,9.59,0.3,45.06,0.04,78.58,4
2009,12,22,6.19,9.16,0.06,63,2,77.96,3.3
2009,12,23,-3.28,8.52,-5.1,86.12,4.65,78.19,5.43
2009,12,24,-4.72,10.43,-11.45,62.94,0.31,78.56,5.01
2009,12,25,-6.77,7.5,-10.6,56.94,0.38,78.14,7.43
2009,12,26,-2.72,8.14,-8.42,64.94,0.88,78.6,5.34
2009,12,27,-0.94,9.84,-9.64,71.94,0.06,79.07,1.93
2009,12,28,1.65,12.94,-7.84,67.5,0.02,79.31,2.89
2009,12,29,2.94,10.62,-4.35,59.81,0.17,78.48,2.34
2009,12,30,0.11,8.26,-6.24,62.88,0.24,78.27,1.83
2009,12,31,0.21,11.7,-8.17,59.94,0.38,79.1,3.11
2010,1,1,6.49,16.42,-4.39,62.44,0.05,79.21,2.21
2010,1,2,3.58,10.52,-3.18,70.12,0.71,78.93,2.7
2010,1,3,-0.96,7.95,-5.9,77.5,0.05,79.42,2.54
2010,1,4,2.77,13.35,-6.1,61.12,0,79.39,3.02
2010,1,5,6.65,13.3,-2.11,58.62,0.05,78.88,4.53
2010,1,6,-0.33,15.2,-5.24,70.5,1.95,78.85,4.87
2010,1,7,-6.91,11.05,-14.48,63.06,0,79.31,1.69
2010,1,8,2.3,18.41,-10.4,44.5,0.03,79.26,4.35
2010,1,9,7.01,15.88,-4.49,42.81,0.22,79.3,4.08
2010,1,10,7.67,14.59,-3.49,36.31,0.05,79.51,2.55
2010,1,11,9.05,14.84,-2.36,42.56,0,79.69,3.38
2010,1,12,12.04,16.17,-0.53,35,0,79.29,4.45
2010,1,13,9.37,10.68,0.26,40.75,0.03,78.82,4.2
2010,1,14,5.98,7.74,-0.72,53.44,0,79.12,1.54
2010,1,15,6.46,10.88,-1.14,51.31,0,79.35,3.59
2010,1,16,11.62,14.07,0.11,39.19,0.05,78.82,2.94
2010,1,17,8.47,10.56,0.37,48.5,0.22,78.54,2.88
2010,1,18,9.71,12.08,0.44,54.38,0.06,78.29,2.64
2010,1,19,6.3,11.13,-1.31,64.19,0.12,77.79,3.16
2010,1,20,1.9,7.22,-2.67,64.44,0.11,77.44,2.62
2010,1,21,6.24,12.56,-1.67,58.19,0.41,77.41,4.3
2010,1,22,8.2,10.91,-0.17,62.44,0.23,76.74,4.86
2010,1,23,2.63,8.27,-2.54,54,0.22,77.28,3.86
2010,1,24,0.94,8.5,-3.99,47.81,0.4,78.03,6.66
2010,1,25,2.52,12.24,-5.38,53.5,0.01,78.45,3.83
2010,1,26,4.05,12.95,-4.35,58.38,0.42,78.53,2.23
2010,1,27,5.44,12.12,-2.27,66.19,1.01,78.87,2.96
2010,1,28,2.68,8.2,-2.06,74.19,0.5,79.05,2.53
2010,1,29,2.94,11.83,-3.63,60.44,0,78.85,2.61
2010,1,30,7.96,13.74,-2.13,49.25,0.08,78.68,2.88
2010,1,31,4.69,8.95,-1.42,62,0.13,78.35,2.82
2010,2,1,4.12,12.24,-2.85,53.69,0.03,78.48,3.61
2010,2,2,8,16.84,-2.17,41.31,0,78.62,3.16
2010,2,3,5.39,8.28,-1.27,48.62,0.53,78.46,2.7
